"logFC","logCPM","LR","PValue","FDR","ENTREZID","SYMBOL","GENENAME"
-3.56883169042431,4.2031459237357,55.1220837683348,1.13271066632347e-13,6.70406134970206e-11,"21813","Tgfbr2","transforming growth factor, beta receptor II"
-7.67027573396325,3.58518939885169,54.91910781223,1.25594018995256e-13,7.18440084151363e-11,"2019",NA,NA
-2.98441530907359,2.78514765126402,54.8753064878665,1.28424460069885e-13,7.18440084151363e-11,"4439",NA,NA
-5.59057023997312,5.07144003535163,54.8715517927508,1.28670038387532e-13,7.18440084151363e-11,"16836",NA,NA
-2.37322739641899,4.9346000751599,54.7653924460125,1.35811346300996e-13,7.44271327978773e-11,"8566",NA,NA
-3.3591692192223,4.68056787663504,54.5800453371144,1.49243378512799e-13,8.0301078187805e-11,"28993",NA,NA
-5.01947897795548,1.87765825454173,54.4022825961447,1.6337298883128e-13,8.39152231481541e-11,"6875",NA,NA
-4.45301503034735,1.57923714039211,54.401800175705,1.63413100892523e-13,8.39152231481541e-11,"5821",NA,NA
-3.83770548744618,6.27797644794867,54.3891629516461,1.64467372101272e-13,8.39152231481541e-11,"24195",NA,NA
-3.63941128131842,1.95582847728217,54.1669713809887,1.84156419367991e-13,9.23684901416433e-11,"27473","48T","DNA segment, 48T"
-4.81876193982191,1.51766605633366,54.0399963784874,1.96449737917714e-13,9.68922849033151e-11,"28019","Ing4","inhibitor of growth family, member 4"
-3.41469462932237,4.52104436600022,54.0045166860776,2.00029263798992e-13,9.70404262885829e-11,"29320",NA,NA
-3.27462433897513,2.82592390581557,53.6881755565317,2.34973214881445e-13,1.12154231419139e-10,"17631","Ms54","minisatellites detected by probe MMS54"
-3.53262452735646,4.8527637293889,53.6311310390754,2.41895821709783e-13,1.13625762727899e-10,"20720","Serpine2","serine (or cysteine) peptidase inhibitor, clade E, member 2"
-3.66163146120962,1.62372796254535,53.5858856969113,2.47531380874604e-13,1.14456189909721e-10,"13482","Dpp4","dipeptidylpeptidase 4"
-6.01596481008329,4.01337566951682,53.5505215584506,2.52027500534246e-13,1.14742304973999e-10,"2017",NA,NA
-3.52472310186168,3.28617328531236,53.2130350818701,2.99266318059279e-13,1.34184668944367e-10,"2081",NA,NA
-4.01851756071011,3.21766216059459,53.1557787194757,3.08117674754526e-13,1.36091438044936e-10,"6899",NA,NA
-7.64198659498226,2.28157612113782,53.0759168166083,3.2090288390965e-13,1.37791716401316e-10,"2126",NA,NA
-8.12255803398638,0.314021152830206,53.0736120091841,3.21279641526401e-13,1.37791716401316e-10,"20161",NA,NA
-2.89428976589341,3.86904949465454,53.0383337317901,3.27101987642514e-13,1.38284701718642e-10,"11271",NA,NA
-4.54714725353747,2.01754464266504,52.6813490105781,3.92298871841826e-13,1.6273590140048e-10,"2495",NA,NA
-4.20508012038871,1.79126637831754,52.6632154136845,3.95937718407548e-13,1.6273590140048e-10,"8064",NA,NA
-5.09417061569847,0.0268474099109207,52.566776932841,4.15865002900308e-13,1.68584836038751e-10,"9993",NA,NA
-3.86126014108968,2.26036628573998,52.508770016642,4.28331294290563e-13,1.7129199989109e-10,"2563",NA,NA
-4.03670743018826,2.10502280272045,52.125076281792,5.20756439887374e-13,2.04013921555438e-10,"21905",NA,NA
-5.83815384579226,4.03249196286887,52.1014715037771,5.27054180729109e-13,2.04013921555438e-10,"12229","Btk","Bruton agammaglobulinemia tyrosine kinase"
-7.17458952709693,8.27562052897925,52.0874267163747,5.30837426410593e-13,2.04013921555438e-10,"20157",NA,NA
-7.55530597189109,0.379289714489864,52.0167065990828,5.50304241722965e-13,2.08784018273176e-10,"17564",NA,NA
-4.06598282308598,4.96192264633119,51.9190485841829,5.78365948543575e-13,2.16652955889241e-10,"5917",NA,NA
-2.31322677980252,4.77745400484606,51.8547568850524,5.97617146779142e-13,2.21066052807939e-10,"9637",NA,NA
-3.86782432013587,1.80281288015762,51.6827615717207,6.52329917158738e-13,2.38325916524426e-10,"26009",NA,NA
-3.43621111199424,2.47687417396663,51.4475697257432,7.35349560979973e-13,2.65380482415614e-10,"22094","Tshb","thyroid stimulating hormone, beta subunit"
-2.72052685183409,4.67694958490679,51.3836560671132,7.59683755382517e-13,2.70859293651022e-10,"9331",NA,NA
-3.59929437088599,4.72525293773017,51.3321890481991,7.79863545008153e-13,2.74744070088408e-10,"23278",NA,NA
-4.8580325075435,-0.168450155033893,51.3070546809677,7.89912594290138e-13,2.75010392974448e-10,"22003","Tpm1","tropomyosin 1, alpha"
-3.05039637862472,4.70733079274143,50.898280865008,9.72787507144991e-13,3.34740705801648e-10,"11112",NA,NA
-3.15290155701566,5.24676835021826,50.7689387586201,1.0390511253559e-12,3.53432643133989e-10,"23954","Nek3","NIMA (never in mitosis gene a)-related expressed kinase 3"
-2.71401421915964,3.90818669744155,50.6585096578025,1.09918829231911e-12,3.64877010762588e-10,"17746","TrnW","tRNA"
-3.81234509960116,4.49850161363431,50.6562837551388,1.10043562096381e-12,3.64877010762588e-10,"6398",NA,NA
-3.4658519162252,2.6906306586257,50.6398548993089,1.10968576922356e-12,3.64877010762588e-10,"8417",NA,NA
-3.09342341956369,5.10288741648005,50.4830032918619,1.20201311880838e-12,3.90892024449411e-10,"28436",NA,NA
-3.44878116194683,4.37167960277467,50.4088542715614,1.24829745692728e-12,4.01531159161401e-10,"25900",NA,NA
-6.81154444613237,1.41088606009027,50.2244888061991,1.37125844424092e-12,4.36340334843243e-10,"2386",NA,NA
-7.00238579368743,-1.00159971618142,50.0422222930627,1.50473044773834e-12,4.73717958935327e-10,"2016",NA,NA
-7.09948177971386,6.56548617701038,49.9718306983717,1.55969097132428e-12,4.85851946467362e-10,"16151","Ikbkg","inhibitor of kappaB kinase gamma"
-7.64686757875227,2.94138061051238,49.8180738387363,1.68682927082623e-12,5.19982693870423e-10,"23024",NA,NA
-4.42201281770795,0.817050104313131,49.7373305090149,1.75769549997473e-12,5.3624209206961e-10,"22905",NA,NA
-9.21835775403018,-0.979798018224419,49.6938599769866,1.79707437120674e-12,5.42661447623684e-10,"19999",NA,NA
-6.5336109467889,-1.46067903545806,49.6088804560073,1.87662336635793e-12,5.60958740208385e-10,"7785",NA,NA
-3.17291659902311,3.60713480367163,49.4755211271024,2.00862442262342e-12,5.94412225386947e-10,"28248","Slco1a1","solute carrier organic anion transporter family, member 1a1"
-2.54028278730421,4.05558970884265,49.4166665111784,2.06979718268265e-12,6.06450574526017e-10,"24193",NA,NA
-4.84942361018021,4.09391687843091,49.3564208525876,2.13434728122981e-12,6.19232736210136e-10,"9127",NA,NA
-2.77914828650562,5.23326857811586,49.2176986950814,2.29074524485999e-12,6.58155573117879e-10,"16769","Dsg4","desmoglein 4"
-6.1310165895947,0.470473257072303,49.1442526772004,2.37814133378142e-12,6.76695543178784e-10,"27238",NA,NA
-4.16018093749167,2.5646118619632,48.9644243080813,2.60647383320677e-12,7.34603620438934e-10,"7264",NA,NA
-6.49488068898731,1.6908733851141,48.9353136161279,2.64544665330358e-12,7.38553800105783e-10,"7034",NA,NA
-2.75532686502997,3.98331456491987,48.7937860407983,2.84339252015529e-12,7.80177257360573e-10,"28830",NA,NA
-3.89497095375576,2.81120617368008,48.7911160015739,2.84726603571594e-12,7.80177257360573e-10,"10479",NA,NA
-6.88373893831605,3.92438989683684,48.664041941501,3.03785439091438e-12,8.24763532021368e-10,"2020",NA,NA
-6.54527097750027,2.8797558870159,48.567671680682,3.19086049265925e-12,8.5842849599332e-10,"20185","Ncor1","nuclear receptor co-repressor 1"
-6.16018181573304,0.88195998830369,48.4207260670553,3.43914072528399e-12,9.16887310660622e-10,"25365",NA,NA
-6.30136699637162,4.86642001893802,48.3360858202239,3.59083096144448e-12,9.48780898589522e-10,"2015",NA,NA
-3.17992129947986,5.60464304551613,48.1873367362143,3.87382020532934e-12,1.0144952330647e-09,"1466",NA,NA
-2.90740771600437,1.35733339772428,48.0951912562328,4.06021027107329e-12,1.05398072413923e-09,"19518","Rb(2.8)2Lub","Robertsonian translocation, Chr 2 and 8, Lubeck 2"
-2.79599345776586,5.45616145396169,48.0592729321083,4.13527297207057e-12,1.06413159184769e-09,"25386",NA,NA
-6.24079968279024,0.917877070211951,48.0254912466727,4.20713736773874e-12,1.07329151830597e-09,"20235",NA,NA
-7.13542394695328,2.593907694425,47.9622860195981,4.34496885482508e-12,1.09409140119615e-09,"28379",NA,NA
-3.30774575299652,1.89423041359714,47.9543405419227,4.36261228470063e-12,1.09409140119615e-09,"26008",NA,NA
-3.6642637418142,3.11895392542927,47.525187932832,5.43017262595114e-12,1.35037897915775e-09,"25465",NA,NA
-2.73343416086407,1.63692321946402,47.4537897925714,5.63159643302612e-12,1.38879861035452e-09,"2646",NA,NA
-3.61013451788136,1.23445488487822,47.3950022704717,5.80304500770767e-12,1.41925215630656e-09,"3978",NA,NA
-3.01588761170024,4.28525877652168,47.2166583684751,6.35579738127831e-12,1.54169763855876e-09,"16934",NA,NA
-7.47919836916134,-2.38600789208754,47.1942459367479,6.42888968387193e-12,1.54674904402294e-09,"3760",NA,NA
-2.62298497956753,3.55642118313317,47.156867686589,6.55266530364424e-12,1.56381471234471e-09,"14228","Fkbp4","FK506 binding protein 4"
-7.1419833020049,1.78216040605632,47.0222895840842,7.01839669036187e-12,1.66156330606303e-09,"23025",NA,NA
-3.21956723021059,2.2579413532989,46.9756058154805,7.18757721911587e-12,1.68811089401029e-09,"10182",NA,NA
-3.44315307271158,2.43366316512115,46.7629445758377,8.01140052788374e-12,1.86260935482863e-09,"2078",NA,NA
-2.85995759864623,4.91908560205477,46.7519599721652,8.05643217713865e-12,1.86260935482863e-09,"2093",NA,NA
-2.65958291754788,1.34983999026123,46.6884514648873,8.32179793485301e-12,1.90904625027988e-09,"29193",NA,NA
-3.81160126830156,3.36340230668744,46.5650727830588,8.8625917594701e-12,2.01477226229763e-09,"4822",NA,NA
-4.63567784767896,-1.01112352757386,46.5454515989413,8.95177966656177e-12,2.01477226229763e-09,"11935",NA,NA
-3.68491808409173,0.92208804482054,46.5377743541735,8.98692050901519e-12,2.01477226229763e-09,"2404",NA,NA
-3.77301500662319,0.660028401251318,46.429163101544,9.49911437648559e-12,2.11358865972435e-09,"4888",NA,NA
-2.57178471702394,5.95512216659928,46.2492851497256,1.04124530365938e-11,2.29952031874568e-09,"18919",NA,NA
-3.62365117355805,4.14634934846511,46.1829351684723,1.07711057923803e-11,2.34445755702571e-09,"12359","Cat","catalase"
-3.86393738600586,4.17610891228631,46.1823396850545,1.07743800140404e-11,2.34445755702571e-09,"27732","D17Tu49b","DNA segment, Chr 17, Tubigen 49, B"
-3.47863887488464,3.93754443594595,45.8657953008003,1.2663791019123e-11,2.72662502843265e-09,"16161","Il12rb1","interleukin 12 receptor, beta 1"
-2.72190802047167,4.18429055207031,45.8544269474663,1.2737495533374e-11,2.72662502843265e-09,"9032",NA,NA
-3.26698471817346,2.49871435772614,45.8437493739245,1.28071124574102e-11,2.72662502843265e-09,"22181",NA,NA
-4.49058433778283,1.2715215127789,45.7618594143287,1.33538435721969e-11,2.82271637737159e-09,"7700",NA,NA
-2.50496489023302,3.21970805646785,45.6977916460769,1.37978240295418e-11,2.8958794787676e-09,"25248",NA,NA
-3.05156570378576,5.93014592062768,45.2889216001978,1.70008085361465e-11,3.54299244373368e-09,"16277","In(3)15Rk-p","inversion, Chr 3, Roderick 15, proximal"
-3.61017713311545,4.29853552407662,45.1805125362382,1.7968420677665e-11,3.71845785394503e-09,"14760","Gpr19","G protein-coupled receptor 19"
-4.66803223985121,2.15814091039644,45.1336051856243,1.8404000560966e-11,3.78214992083796e-09,"8112",NA,NA
-3.4348264450721,1.98730816823758,45.1086882307945,1.86396602974065e-11,3.80416184262863e-09,"22797",NA,NA
-2.90564949440692,4.87540416944374,44.9172565243236,2.05538532493173e-11,4.16609711785649e-09,"8934",NA,NA
-6.14644351098121,-1.36184824512633,44.8603803583615,2.11596173406502e-11,4.25970446232558e-09,"204",NA,NA
-2.31273388245982,4.43553405641584,44.7177231698916,2.27587890116243e-11,4.55068137311485e-09,"21545",NA,NA
-2.42612141081372,4.04639609822672,44.6595164416697,2.3445525821238e-11,4.65653319213354e-09,"9755",NA,NA
-2.30804519502087,5.78515264147102,44.625973563513,2.38506529862221e-11,4.70541582547514e-09,"4876",NA,NA
-3.02335830120144,1.97017730340163,44.1644040492639,3.01921923123161e-11,5.91706984833359e-09,"3644",NA,NA
-2.78662051760412,2.0944385674909,44.1392652964431,3.05824336995386e-11,5.95411816098978e-09,"20528","Slc2a4","solute carrier family 2 (facilitated glucose transporter), member 4"
-3.13363838389145,2.7996474455982,44.0820444873712,3.14896290327298e-11,6.09067053572269e-09,"17866",NA,NA
-4.12345660813892,0.145942832583628,44.0342693332782,3.22676702335209e-11,6.2006309429908e-09,"9796",NA,NA
-7.3784915265466,-1.77307822989153,43.9971552667367,3.28853463095403e-11,6.25585841847172e-09,"13514",NA,NA
-3.83677989356856,0.0129344655395925,43.991656382271,3.29778634569523e-11,6.25585841847172e-09,"12667","Chrd","chordin"
-3.33531785882021,2.94959522738437,43.9580558537708,3.35488694034744e-11,6.32364135195553e-09,"6873",NA,NA
-2.61914689245872,5.57948830932909,43.819004646438,3.60190439773506e-11,6.74627574950466e-09,"20486","skt","small with kinky tail"
-8.92308653392326,-0.391888791126005,43.6617672125935,3.90323116724468e-11,7.26467420957684e-09,"3777",NA,NA
-4.36431834271188,0.160919744090386,43.6244698239651,3.97833367218733e-11,7.35817677256498e-09,"19578","Rb(5.17)7Rma","Robertsonian translocation, Chr 5 and 17, Universita di Roma 7"
-3.33034604120719,1.52475470714764,43.5433254519084,4.14676137112495e-11,7.62205647550936e-09,"11286",NA,NA
-7.06268978414374,0.333916465454583,43.530633003603,4.17374449129503e-11,7.62429757598109e-09,"3746",NA,NA
-2.55586032198134,6.58434681285233,43.3706343441642,4.52934670055026e-11,8.22312619075974e-09,"24871",NA,NA
-4.19755788049732,0.29503561437195,43.2749346186701,4.75637650036513e-11,8.58264937654301e-09,"17342","Mitf","melanogenesis associated transcription factor"
-2.17278849337287,4.41597893400651,43.2264052278127,4.87582095924865e-11,8.7448587664876e-09,"25198",NA,NA
-2.83494358963335,2.75117687612711,43.1844417287829,4.98152278085324e-11,8.88061467793915e-09,"23279",NA,NA
-2.95708951151665,6.15136249346528,43.0794166056944,5.25623419255701e-11,9.31423583594849e-09,"2415",NA,NA
-3.0146096125791,4.98585837087811,43.0556736631788,5.3204103367442e-11,9.37183946995661e-09,"3860",NA,NA
-2.86466598266514,4.71840426593464,43.0057381643147,5.45795475826658e-11,9.52191633554569e-09,"19288","Ptx3","pentraxin related gene"
-7.16551382659794,1.47172438985433,43.001438974978,5.46996173771759e-11,9.52191633554569e-09,"398",NA,NA
-2.07131030646573,5.83994966009394,42.9166674764989,5.71219109056879e-11,9.88543104931007e-09,"6845",NA,NA
-3.74030855146275,-0.253958963143574,42.5207798361045,6.99352707010471e-11,1.20325259642796e-08,"28992",NA,NA
-3.61146855282904,1.08662961720265,42.4529035608416,7.2404845872461e-11,1.23697343433348e-08,"27196",NA,NA
-3.09183004761057,2.43975560385962,42.4437881965034,7.27430764878605e-11,1.23697343433348e-08,"23481",NA,NA
-1.70965937827402,4.49445416675334,42.4328996890337,7.31491741318416e-11,1.23697343433348e-08,"2290",NA,NA
-3.88398422609311,0.471666098108456,42.3061568307423,7.80464752314198e-11,1.31228939859284e-08,"4984",NA,NA
-2.83573033639302,4.30880647845642,42.2319366016595,8.10653173371341e-11,1.35534798641684e-08,"2428",NA,NA
-4.59620319043764,0.906543081013472,42.1997882451878,8.24089416798107e-11,1.37007180400598e-08,"21650",NA,NA
-3.94000726113653,1.63542106946943,42.18727149825,8.2938081875653e-11,1.37116573013754e-08,"23458",NA,NA
-5.15917271883137,6.77278086903924,42.0676585143705,8.81693964641141e-11,1.44955386086807e-08,"7067",NA,NA
-3.45343317946863,1.47018034449394,42.0055052586823,9.10168117499471e-11,1.48809972934596e-08,"21842",NA,NA
-5.01958240400439,2.5361133125603,41.9534615258009,9.34717683715022e-11,1.51984068209773e-08,"2875",NA,NA
-5.48825245085913,-1.74224026624847,41.9225410481839,9.49615947636302e-11,1.53562758133339e-08,"3485",NA,NA
-3.23429490333505,5.41761715840699,41.8893546080771,9.65870581015028e-11,1.55342435347705e-08,"11950","Atp5pb","ATP synthase peripheral stalk-membrane subunit b"
-7.04487952470712,-2.82309211286754,41.8612803635056,9.79838547180922e-11,1.56737092576892e-08,"26768",NA,NA
-4.79287317794492,0.73840800975944,41.8137965322408,1.00392525361831e-10,1.59726666829713e-08,"1984",NA,NA
-3.22852320589023,4.7293031874846,41.7218072262142,1.05228720756053e-10,1.65730074639347e-08,"22547","Xmv28","xenotropic murine leukemia virus 28"
-2.6412992623896,4.59870294638534,41.7207452697478,1.05285892042704e-10,1.65730074639347e-08,"15736",NA,NA
-3.84363935631932,0.669921996860753,41.7065933589242,1.06050746323225e-10,1.66050779679535e-08,"24933",NA,NA
-3.78315440509352,0.958003085865792,41.6813358195858,1.07429663437404e-10,1.67324527900163e-08,"23649",NA,NA
-4.56730360374177,0.935160790248167,41.6502172176078,1.0915326384889e-10,1.69118980998963e-08,"23484",NA,NA
-5.66852176801178,4.72513923444285,41.6271243247185,1.10450204300671e-10,1.70237129993216e-08,"8640",NA,NA
-4.12864052470062,0.992085258023611,41.5414781442085,1.15396407097317e-10,1.76939164519736e-08,"6772",NA,NA
-6.62472658662304,-1.96401740811455,41.488399551707,1.18572448936821e-10,1.80871880483884e-08,"6602",NA,NA
-4.74841435482195,-1.70674395744025,41.4090363400949,1.23485247125751e-10,1.87399944522684e-08,"14707","Gng5","guanine nucleotide binding protein (G protein), gamma 5"
-1.93951609432992,5.54493638092723,41.3868493063584,1.24894773487404e-10,1.87715943954295e-08,"232",NA,NA
-2.75321223017093,3.22348034859865,41.3857954623383,1.24962122660751e-10,1.87715943954295e-08,"7943",NA,NA
-4.62876832225213,-0.457240635766574,41.324352254763,1.289523468026e-10,1.92731656511583e-08,"16438","Itpr1","inositol 1,4,5-trisphosphate receptor 1"
-6.1475817908464,1.6343968991427,41.2674125088471,1.32763888689465e-10,1.97431244119967e-08,"28380",NA,NA
-3.74735767946755,0.762348360357474,41.2321721099837,1.35179167707623e-10,2.00017855498584e-08,"25088",NA,NA
-6.20118682747237,6.67332081329504,41.2195270363921,1.36056507623965e-10,2.00314439309253e-08,"20152",NA,NA
-2.6627929838501,3.86963397640585,41.1872382461883,1.38322714216389e-10,2.0264277632701e-08,"20995",NA,NA
-2.96419150022518,5.49718899271351,41.0708358150245,1.46810713147606e-10,2.14018198727937e-08,"21952","Tnni1","troponin I, skeletal, slow 1"
-2.41974057852214,3.69892382727953,41.0320506422151,1.49753176729028e-10,2.16620061756111e-08,"16930",NA,NA
-1.82126307762954,6.30836566980549,41.0280566524041,1.50059516304541e-10,2.16620061756111e-08,"14002",NA,NA
-3.08596019636317,2.4149829320737,40.9455613327439,1.56529112542724e-10,2.24862428518292e-08,"16935",NA,NA
-3.19025564267956,3.01706621775763,40.8655767753154,1.63068302317266e-10,2.33124650747577e-08,"27339",NA,NA
-2.34638251219414,5.50958086533432,40.8533586101364,1.64091005809892e-10,2.33458900717891e-08,"23660",NA,NA
-5.10195621312812,6.96961510735009,40.8289736006579,1.66151352087198e-10,2.3525918479983e-08,"20167","Rtn2","reticulon 2 (Z-band associated protein)"
-3.50150875129223,4.19716173634952,40.7875974980415,1.69706740025333e-10,2.39149121789032e-08,"27070",NA,NA
-2.4356685783144,2.47321902407844,40.7054907347854,1.76989165083795e-10,2.48229401058045e-08,"12607","Cebpz","CCAAT/enhancer binding protein zeta"
-3.14451898014653,4.31912840981087,40.6673965219253,1.80473357462341e-10,2.51922078650145e-08,"649",NA,NA
-2.92499482983523,2.79271487520373,40.6475876771743,1.82312174644535e-10,2.53294093157545e-08,"28374",NA,NA
-4.10910235265201,3.78222492615641,40.6005768940897,1.86751519606525e-10,2.58249426154949e-08,"2083",NA,NA
-3.23256874830996,-0.475547452965018,40.4842214042126,1.98210249545339e-10,2.72820275106754e-08,"25004",NA,NA
-1.78374419112883,5.27265896704191,40.4334517596186,2.03428140710812e-10,2.7870597074329e-08,"22494",NA,NA
-1.95799139865627,2.54886771009485,40.4129828267247,2.05570546420047e-10,2.80343280193937e-08,"18383","Tnfrsf11b","tumor necrosis factor receptor superfamily, member 11b (osteoprotegerin)"
-2.36205397433602,5.2775228771201,40.3990133547258,2.07045631474152e-10,2.81059695973146e-08,"19932",NA,NA
-2.43121080147717,3.24484402147015,40.3711841097213,2.10015873467811e-10,2.83789942627075e-08,"10125",NA,NA
-4.59903184893427,2.7842949734616,40.3150090032227,2.16142088780325e-10,2.90740583330735e-08,"4609",NA,NA
-1.79131684943187,4.56257380452686,40.2697647997865,2.21206052724965e-10,2.96205914854746e-08,"8939",NA,NA
-2.56278077895514,3.6153456299626,40.2503935623057,2.23410332872276e-10,2.97809999130147e-08,"4438",NA,NA
-3.20159257869924,1.50043265070047,40.2143667810966,2.27568514813163e-10,3.01992603536589e-08,"22928",NA,NA
-2.65000263319818,3.24235150203952,40.1002411360495,2.41259201861523e-10,3.18731408959288e-08,"21903",NA,NA
-2.87405557642005,3.57169735539391,40.0281717023163,2.50326454824533e-10,3.2924047900544e-08,"1554",NA,NA
-2.02423039009339,5.70841960646159,40.0058075227929,2.53208921683911e-10,3.31558036256283e-08,"29276",NA,NA
-4.88419047510779,-2.70119170688419,39.960132609671,2.59199497410707e-10,3.37907080479077e-08,"21035","T(10;12)10Rl","reciprocal translocation, Chr 10 and 12, Russell 10"
-2.75183043775878,3.60785283752043,39.9367133008523,2.62325915858025e-10,3.4048293105204e-08,"25083",NA,NA
